ChineseTaipei,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
UnitedStates,-3,-3,-1,1,0,0,0,0,0,0,0,0,1,0,0
China,1,-1,0,0,0,0,-2,0,-2,-1,0,0,-1,-2,0
Kazakhstan,1,0,1,-1,0,0,0,0,0,0,0,0,-1,0,0
Italy,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Korea,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0
HongKong,-1,0,0,-1,0,1,-1,-2,0,1,-1,0,-1,0,0
Ukraine,-1,0,1,0,0,0,1,1,-1,0,0,-1,-1,1,0
Switzerland,1,3,0,1,0,-2,-1,1,0,-1,1,1,-1,1,0
Germany,2,0,0,0,1,-1,0,0,2,-1,0,0,1,-1,0
Belgium,1,0,0,0,-1,0,1,2,0,2,0,0,-1,0,-1
Netherlands,-3,0,-1,0,-1,-1,0,0,0,-1,0,0,2,0,0
LOKOSPHINX,-1,0,0,0,1,1,1,-1,0,0,0,-1,1,1,1
GreatBritain,0,-3,0,0,0,0,1,-1,1,0,0,0,0,0,0
RUSVELO,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
NewZealand,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0
Australia,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
