"21,Nov",0,0,1,1,0,1,0,1,1,1,0,0,0,-1,0
JaeJANG Sun,3,0,-1,-2,-1,0,0,0,0,0,0,0,0,0,0
SimonLLEWELLYN,-1,0,0,0,1,1,1,0,0,0,-1,0,0,0,0
"21,Nov",3,0,0,0,-1,0,1,0,0,0,0,0,0,1,0
AsierMAEZTU BILLELABEITIA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
HungWU Po,-1,0,0,1,0,-1,0,0,1,0,0,0,0,0,1
"21,Nov",-2,0,0,-1,-3,0,-1,-1,-2,0,0,0,0,0,0
RohanDENNIS,-2,-2,0,1,1,0,-1,0,-1,-1,0,-1,0,0,-1
LeviHEIMANS,-1,0,1,0,0,0,1,0,-1,0,0,1,0,1,0
"21,Nov",1,1,0,-1,1,-1,0,0,1,0,1,0,0,0,0
PawelBRYLOWSKI,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
YutaWAKIMOTO,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1
"21,Nov",-1,0,-1,0,1,0,0,0,1,0,0,0,0,0,0
